Distancia_km,Cantidad_Productos,Hora_Pedido,Dia_Semana,Tipo_Transporte,Clima,Trafico,Tiempo_Entrega
34.527418299095686,188,4,0,Moto,Lluvia,Alto,72.95148033904677
22.567472193240462,12,7,0,Camion,Lluvia,Moderado,40.95552003750484
6.979873507394163,59,5,0,Moto,Soleado,Alto,45.054464204579325
25.263668595452238,182,15,0,Camion,Lluvia,Moderado,80.96600047402347
2.6850375346457014,44,11,1,Moto,Lluvia,Alto,40.55419746928418
45.556699701860325,16,5,0,Moto,Lluvia,Leve,49.190559123980194
13.68021909840083,134,12,0,Moto,Lluvia,Leve,62.32025702812097
33.463591933345114,14,6,0,Camion,Lluvia,Leve,38.09151849858903
16.273842728381137,115,7,0,Camion,Soleado,Moderado,55.76104805954328
26.48333303771273,112,11,1,Moto,Lluvia,Alto,69.02876340244612
27.788803687820703,123,1,1,Camion,Lluvia,Leve,68.98435648309714
10.057868320750824,58,22,0,Camion,Lluvia,Moderado,45.039662978522536
48.50964676046337,159,8,1,Moto,Lluvia,Moderado,84.71443341679017
38.98150834469461,169,12,0,Moto,Lluvia,Alto,81.96552116350914
47.035448136645265,120,16,0,Moto,Soleado,Moderado,68.90732134730573
44.84654017095479,35,12,0,Moto,Soleado,Moderado,60.11613449194227
30.29709896174317,10,15,1,Moto,Soleado,Alto,48.23543059480391
46.171837516132726,81,0,1,Moto,Lluvia,Leve,65.41900445179004
5.3361326005440555,158,6,0,Moto,Lluvia,Alto,62.25066096608501
10.603160258538114,44,12,0,Moto,Soleado,Leve,40.90632074784583
3.216137156616365,183,13,0,Moto,Soleado,Leve,61.80175319936037
16.94118620739995,71,20,1,Moto,Soleado,Leve,53.54532719957959
20.045187194784617,18,16,0,Camion,Lluvia,Leve,40.207851292983946
14.2961025569209,83,15,0,Moto,Lluvia,Moderado,55.859730859868066
41.608137948444536,79,14,1,Moto,Soleado,Leve,62.878627857373225
18.480913007985876,86,16,0,Moto,Soleado,Moderado,59.051764815524955
14.765790974681657,167,1,1,Moto,Lluvia,Alto,69.30918507907525
27.592108074754176,42,11,0,Moto,Lluvia,Leve,48.5149357707642
7.9052870237633694,182,2,1,Moto,Lluvia,Leve,68.67463871789239
40.307652056947944,124,8,0,Camion,Soleado,Leve,68.39598260227143
4.652981540308771,30,5,0,Moto,Soleado,Leve,44.75108205367144
49.35745989342535,20,5,1,Moto,Lluvia,Leve,51.966276055495406
38.839993695536215,126,6,0,Moto,Lluvia,Alto,74.45456078745391
10.737068395174449,96,7,1,Moto,Lluvia,Leve,55.03592988496481
1.2705837390565176,125,2,0,Camion,Soleado,Alto,39.4634829780238
40.95760999428688,42,23,1,Moto,Lluvia,Alto,65.11999584574247
35.63600984853324,89,14,0,Camion,Soleado,Alto,62.75730023943278
36.72135123400838,87,21,1,Camion,Lluvia,Moderado,77.51586736798187
38.79224698761134,5,5,1,Moto,Lluvia,Moderado,45.70912558373576
4.628187934970428,50,10,0,Moto,Soleado,Leve,38.456632521251564
18.564820698669358,41,2,0,Moto,Soleado,Alto,40.35084044656247
6.677583916731356,94,15,1,Camion,Lluvia,Alto,58.65871738148218
43.29206786790408,167,5,1,Camion,Lluvia,Leve,80.48226518248308
31.541608214550337,57,10,1,Moto,Lluvia,Leve,51.72751795105889
17.214003217779812,185,7,0,Camion,Soleado,Alto,67.2250630305783
4.114359164015158,165,22,1,Moto,Lluvia,Moderado,68.93283248295009
16.23813376406745,135,9,1,Moto,Lluvia,Alto,72.36627830585344
16.933982779310604,133,9,1,Moto,Soleado,Leve,62.401965286952866
36.75070273856514,51,22,0,Moto,Lluvia,Alto,55.98844773017593
32.240316096405444,106,2,0,Moto,Lluvia,Leve,62.277134815271864
44.47342438624,136,13,0,Moto,Lluvia,Moderado,67.85289182634406
24.138531332935514,184,18,1,Moto,Lluvia,Alto,83.05726021750898
6.860118050976784,11,20,1,Moto,Soleado,Leve,33.9010022087595
35.948994573926754,150,20,0,Moto,Lluvia,Alto,77.10831262711012
38.27846738222797,98,8,0,Moto,Lluvia,Moderado,71.29474888111197
28.502582680905316,99,12,0,Moto,Lluvia,Alto,58.812837935531896
38.77739181777349,139,8,0,Moto,Lluvia,Leve,66.91839174411305
25.195984221855145,188,20,1,Moto,Lluvia,Leve,85.2178755399622
26.61390863971771,96,11,0,Camion,Lluvia,Alto,62.76649712562668
21.94950989956893,106,13,0,Camion,Lluvia,Alto,54.668357008060724
2.245537210460664,143,4,1,Camion,Soleado,Leve,53.18310185664123
6.286679922671918,166,5,1,Camion,Lluvia,Leve,68.41591522312271
2.540030098649978,1,12,0,Moto,Lluvia,Alto,35.425907393460676
32.18411015192524,46,12,0,Camion,Soleado,Moderado,52.351033092275294
16.403443072740007,88,23,0,Camion,Lluvia,Leve,50.78719003153236
25.919963867070436,171,5,0,Camion,Lluvia,Moderado,78.73879361482636
45.47075722237856,22,13,1,Moto,Lluvia,Moderado,51.427391752353046
13.215319228294872,3,10,0,Moto,Lluvia,Moderado,42.40430185121986
21.108763228745858,142,12,0,Camion,Lluvia,Leve,70.61427838702332
38.022005788609384,130,11,0,Moto,Lluvia,Moderado,75.36890308987515
12.2111101090895,61,15,0,Camion,Lluvia,Alto,42.835375570419416
4.772015581610857,160,5,1,Moto,Lluvia,Alto,69.53402420585377
15.197821192774633,38,8,0,Moto,Lluvia,Alto,50.321030000803624
8.899843075446217,46,16,1,Moto,Lluvia,Leve,49.61443272295243
46.55518496478608,170,19,0,Moto,Lluvia,Moderado,78.07920395033402
40.59789859865643,134,15,0,Moto,Soleado,Alto,63.78188585838183
32.03678406901075,41,11,0,Moto,Soleado,Moderado,51.501702164758186
43.701568919198166,153,17,1,Moto,Lluvia,Leve,71.96154374604257
40.37993176805661,139,8,1,Camion,Soleado,Alto,75.22796548238497
10.141932885415756,110,2,0,Camion,Lluvia,Leve,51.98947979250215
44.73539092600891,41,9,1,Camion,Lluvia,Moderado,53.98156386737623
27.427769853866884,199,10,1,Camion,Lluvia,Moderado,87.2910373988337
40.564567603039066,57,1,0,Moto,Lluvia,Leve,51.557498006619326
44.90847369625117,174,7,1,Moto,Lluvia,Moderado,85.37958059276595
16.58217027362133,123,19,1,Moto,Lluvia,Moderado,64.26142924694675
6.392544301856161,86,10,1,Moto,Soleado,Moderado,51.100486778702304
12.168822964555142,176,17,1,Camion,Soleado,Moderado,70.23058826792361
21.92828164268656,63,19,1,Moto,Lluvia,Leve,52.25319518655375
41.08272353020216,39,6,0,Moto,Lluvia,Leve,60.22809532576747
43.175798579560826,138,13,0,Moto,Soleado,Moderado,62.91281987912335
1.3406543960283446,198,6,0,Moto,Lluvia,Moderado,77.05803155186003
26.026617826300722,193,0,1,Moto,Lluvia,Leve,69.04625263648434
21.45313915429017,187,11,0,Moto,Soleado,Alto,77.7130995951125
11.883282713065782,164,0,1,Camion,Soleado,Alto,65.99271730497745
6.873402999350457,27,2,0,Camion,Soleado,Moderado,36.26424707111604
17.54314339877777,183,1,1,Moto,Soleado,Moderado,72.57510352814323
47.20257549171344,198,2,1,Moto,Lluvia,Alto,88.30823472797871
16.836943669017007,81,3,1,Moto,Lluvia,Alto,53.73350622757364
26.420740465424938,181,13,0,Moto,Soleado,Leve,75.79513040387428
35.44792898586371,107,22,1,Moto,Lluvia,Moderado,63.02392597188445
18.817850516585406,188,17,0,Moto,Lluvia,Leve,68.5390446088655
48.61732205332707,189,22,1,Camion,Lluvia,Moderado,76.62360602086808
48.15991745216345,36,4,1,Camion,Lluvia,Moderado,57.39676388699871
13.337332495442844,85,14,0,Camion,Lluvia,Leve,62.199477124473226
25.365176788726888,155,15,0,Moto,Lluvia,Moderado,62.81571276235197
15.743037181021714,169,7,1,Moto,Lluvia,Alto,81.2881924435094
14.957184224495913,28,23,1,Camion,Lluvia,Alto,46.46132657113936
2.8074604203721067,16,20,1,Moto,Lluvia,Leve,38.588443067786905
30.868652365014945,35,7,0,Moto,Lluvia,Alto,49.61058996241377
25.631272138214214,164,6,1,Camion,Soleado,Moderado,70.6889788598241
3.522458811249478,184,5,1,Moto,Lluvia,Leve,64.02572859225458
14.65367674759396,99,6,1,Moto,Lluvia,Alto,47.58680075186775
45.50502841236603,147,22,1,Moto,Soleado,Leve,79.88558671551934
12.73853264268165,185,18,0,Moto,Lluvia,Leve,72.24283898437146
8.099848732469932,122,21,0,Camion,Soleado,Moderado,54.15384397329215
24.98318525360059,161,21,0,Moto,Lluvia,Moderado,77.82698840588775
49.29687225141944,23,0,0,Moto,Lluvia,Leve,49.86303423867833
12.86070830406352,119,12,1,Moto,Lluvia,Alto,63.56442677928185
33.93464182288805,63,6,1,Moto,Soleado,Alto,51.155745830262234
38.31936115110716,70,0,0,Camion,Lluvia,Leve,61.14682280530761
12.644239655627583,150,9,1,Moto,Soleado,Leve,71.87912697302527
36.68260108198112,195,12,1,Camion,Soleado,Alto,84.76349477165147
19.021373503243407,80,3,1,Moto,Soleado,Moderado,50.855944751481466
31.982985699085393,59,6,0,Moto,Lluvia,Leve,53.576194495146304
32.04295582728384,153,5,0,Moto,Soleado,Moderado,70.6304859637588
27.252959519663165,17,5,0,Camion,Soleado,Moderado,37.724577666453214
5.424198732666007,39,20,1,Moto,Soleado,Moderado,40.24472819172135
41.92982228387266,77,10,1,Moto,Lluvia,Leve,73.47978882624139
16.718223183615056,92,22,1,Moto,Soleado,Alto,56.21141761399544
10.139407009592857,167,8,0,Camion,Soleado,Moderado,66.572193453997
2.997981936183432,24,21,0,Moto,Lluvia,Moderado,36.44560309367644
29.95375421622385,166,6,0,Moto,Soleado,Alto,74.02023631933055
34.20065373027184,88,8,0,Moto,Soleado,Alto,66.07000152519056
1.8128036174649513,185,22,1,Moto,Lluvia,Moderado,77.27454309471861
26.092559856664767,44,5,1,Camion,Soleado,Moderado,55.762393778752724
12.09829298469896,36,18,0,Moto,Soleado,Leve,41.98649893047893
32.61346673006304,99,13,0,Moto,Lluvia,Leve,70.16684808214758
9.54395502124458,70,0,1,Camion,Lluvia,Alto,44.071581203513134
34.85594916702083,122,15,1,Moto,Soleado,Moderado,61.773259754211914
19.950031968726332,124,8,0,Moto,Lluvia,Alto,47.65142022051605
46.89976944809999,80,22,0,Camion,Soleado,Alto,61.41919840966308
7.73852626315367,45,14,0,Moto,Lluvia,Leve,47.8231642697467
17.712251201462667,154,18,1,Moto,Soleado,Alto,69.44618301989672
6.560202540788865,139,9,1,Moto,Lluvia,Leve,56.064754295244086
46.30998729564958,180,15,1,Moto,Soleado,Leve,97.90358016081703
43.98962831566807,153,2,1,Camion,Lluvia,Alto,74.4569578668108
13.639139758042624,31,18,1,Camion,Lluvia,Leve,38.671848475862426
33.33921825567477,85,12,0,Moto,Soleado,Moderado,55.59691326073791
41.04388780985958,45,13,0,Camion,Lluvia,Moderado,59.07310816370771
28.204839768373652,115,6,0,Camion,Lluvia,Leve,54.6133910431554
26.952878339444318,67,1,0,Moto,Lluvia,Moderado,52.884970005569635
12.850762254122133,76,13,0,Moto,Lluvia,Alto,43.37913208361205
5.562035622489061,40,22,1,Moto,Lluvia,Leve,46.282945653352755
44.96357213971301,174,22,0,Camion,Lluvia,Moderado,85.60945697564959
45.120484801003194,182,16,0,Moto,Lluvia,Leve,82.51965437138054
32.02197140639013,41,12,0,Moto,Soleado,Alto,49.01282613800129
17.612459761386333,120,1,1,Moto,Lluvia,Leve,51.03362298779899
18.111269156020384,81,4,0,Moto,Soleado,Moderado,52.22943733045792
36.57182826464173,38,3,1,Moto,Soleado,Alto,49.578459980500554
44.95840273767628,100,2,0,Moto,Lluvia,Alto,61.63252101814852
44.46723478899075,164,13,0,Camion,Soleado,Alto,86.22501284811673
39.21390174702357,172,10,1,Moto,Soleado,Alto,79.80261023219515
32.4595506615601,57,7,0,Moto,Soleado,Alto,49.230418004636746
5.122858284757393,66,22,0,Moto,Soleado,Alto,52.93372224010022
8.919806990636076,30,8,1,Moto,Lluvia,Alto,31.04973290722596
45.029155237826885,10,15,0,Moto,Soleado,Moderado,41.52538161038729
30.715023923319908,61,2,1,Moto,Soleado,Leve,48.84133465985167
1.4506555292148526,191,9,1,Moto,Soleado,Leve,56.369776203635034
5.972105600435573,36,0,1,Moto,Soleado,Leve,33.72517264354803
33.511586686294734,54,8,1,Moto,Lluvia,Alto,45.159291996757624
1.2480176084647157,97,15,1,Camion,Lluvia,Leve,46.06357137875818
8.879594519457434,193,8,0,Moto,Lluvia,Leve,70.13657061704902
27.88795567896272,4,11,0,Moto,Lluvia,Leve,36.60543668499654
34.90286468694197,183,0,0,Moto,Lluvia,Alto,80.18374166620119
32.94610171562742,54,15,1,Moto,Lluvia,Alto,50.3441477383008
11.98919616356743,111,7,0,Moto,Lluvia,Leve,50.59294525028759
35.896781846029256,91,13,1,Moto,Lluvia,Moderado,64.51933045126931
12.625205287343203,89,13,0,Camion,Soleado,Moderado,40.54904208238453
16.944585209804117,64,9,1,Camion,Lluvia,Leve,54.29923676017232
37.578078850783186,119,0,1,Moto,Lluvia,Leve,74.02595927892332
32.83201205331352,92,5,0,Camion,Lluvia,Moderado,64.31866964222554
42.61194711421472,150,8,0,Camion,Lluvia,Leve,66.36080476807643
33.223031722716826,153,18,0,Camion,Soleado,Leve,75.24848378612428
28.847121563438108,81,21,1,Camion,Lluvia,Alto,59.78602464267079
5.5900636235765315,59,15,0,Moto,Lluvia,Alto,52.284573248331725
19.018074349912244,185,18,1,Moto,Lluvia,Moderado,75.60106025740774
13.994916016404547,182,10,0,Moto,Lluvia,Leve,77.47095303327276
12.955492525575096,44,20,1,Moto,Lluvia,Alto,39.772792485742116
48.677517182869835,180,10,1,Moto,Lluvia,Leve,84.30521086269054
20.26178850867126,76,13,0,Camion,Lluvia,Alto,65.5234239497195
44.71028120367855,144,6,0,Camion,Lluvia,Moderado,68.18841352317386
31.92579267386588,101,11,0,Moto,Soleado,Leve,58.5456092127603
39.945753873540774,125,19,1,Moto,Lluvia,Moderado,75.31658509480773
25.629217562154412,16,19,1,Camion,Soleado,Alto,43.055607356369265
29.268290346691597,55,22,0,Moto,Lluvia,Alto,47.73660413425991
25.13336699712433,189,4,0,Moto,Soleado,Alto,79.37290285629547
10.56690640210418,95,0,0,Camion,Lluvia,Alto,53.32786876414137
36.40015364781376,79,10,1,Camion,Lluvia,Leve,71.12163577620697
14.757845759601935,77,14,1,Moto,Lluvia,Alto,53.610946780551515
2.191482355141238,40,9,0,Moto,Soleado,Leve,34.99590596444525
32.62814249945122,21,14,0,Camion,Lluvia,Moderado,41.817505649913294
9.678423290945398,66,12,1,Camion,Lluvia,Alto,55.11680844451272
47.0824706332928,136,14,1,Moto,Lluvia,Leve,72.30389762343535
47.74250027312678,199,1,0,Moto,Lluvia,Leve,86.16887159920113
45.82835512080198,10,21,0,Camion,Soleado,Leve,46.60755382867577
19.137776312516774,185,12,0,Moto,Lluvia,Alto,71.9764136344525
1.757374209914504,132,11,1,Moto,Soleado,Leve,58.27006766248202
46.48760956679855,43,22,0,Camion,Lluvia,Moderado,57.16663130669578
21.9810232675484,105,3,1,Camion,Lluvia,Moderado,61.23274605022345
48.36608613313981,63,11,0,Moto,Soleado,Moderado,50.684109913054854
48.21737887737339,171,14,0,Camion,Lluvia,Moderado,83.963035007475
42.79746331790064,195,12,0,Moto,Lluvia,Moderado,81.31846804909596
15.427995711409698,82,1,0,Moto,Lluvia,Leve,53.717617916978355
19.869788701494336,51,19,0,Moto,Soleado,Alto,51.41842703706245
42.70569690432599,56,15,0,Moto,Lluvia,Moderado,54.38207622494241
16.529178252657605,171,13,1,Camion,Lluvia,Alto,68.11807751487717
9.305144587618532,152,20,1,Moto,Soleado,Alto,69.82556015790875
28.283261860459156,34,1,0,Moto,Soleado,Leve,41.08348873481136
46.87158393387827,59,16,1,Moto,Lluvia,Alto,63.62730805030633
35.10546003707368,130,15,1,Moto,Lluvia,Moderado,71.03642844236516
28.932997334378882,130,3,1,Moto,Soleado,Alto,67.03748097719843
5.761648194767658,138,10,1,Moto,Lluvia,Leve,55.9593725567867
31.135354108259317,151,12,0,Moto,Lluvia,Alto,74.93868645599133
49.5126386551089,143,5,0,Moto,Lluvia,Alto,76.36408224794339
7.864116746589677,118,16,0,Moto,Lluvia,Alto,48.302031840465716
26.3981529658231,128,0,0,Moto,Lluvia,Moderado,61.156012833556126
43.991280524469815,17,8,0,Moto,Soleado,Moderado,46.253465997991974
37.29766226995602,82,20,1,Moto,Soleado,Alto,74.13488893999369
35.15377130876813,14,17,1,Moto,Lluvia,Alto,44.692760923999586
35.42172011536835,81,10,0,Moto,Soleado,Leve,57.725266666740495
18.615066409768005,123,13,0,Moto,Lluvia,Alto,69.21162266417532
15.386000368960175,16,1,0,Moto,Soleado,Leve,36.558955766479194
40.658696618447166,32,19,0,Camion,Lluvia,Leve,54.75023798338417
40.695556339279854,23,10,1,Camion,Lluvia,Alto,53.66217842857041
43.48654361042508,102,1,1,Moto,Lluvia,Moderado,70.1466562940652
45.748787075267096,162,3,1,Camion,Soleado,Leve,78.63322459176447
26.05577754418595,98,12,1,Moto,Soleado,Moderado,63.20280253543714
25.57429843967278,144,5,0,Camion,Soleado,Moderado,69.80098793200399
40.11646376937198,162,6,0,Moto,Lluvia,Moderado,86.1878958586554
32.84823260811049,104,21,0,Camion,Soleado,Leve,54.27328137184897
35.39637698562746,126,19,1,Moto,Lluvia,Leve,65.0672053718091
39.99384080236895,199,2,0,Moto,Soleado,Alto,86.91596115840757
44.61026174906075,161,3,0,Camion,Lluvia,Leve,81.09129892049393
17.561762685725256,68,20,0,Moto,Soleado,Alto,51.63858000548497
19.403564679357256,171,19,1,Camion,Lluvia,Leve,75.36640417049533
5.605115052202581,64,2,0,Camion,Lluvia,Moderado,45.349656183579334
29.335726908812525,71,0,1,Moto,Soleado,Leve,54.097103511096655
2.761171416040362,18,18,1,Moto,Soleado,Moderado,31.172381880800057
23.81430288849055,196,20,1,Moto,Lluvia,Leve,71.96357027493994
27.589587100671256,113,12,0,Camion,Lluvia,Moderado,59.05004081606301
15.040521354285936,125,13,0,Moto,Soleado,Alto,56.81463404766532
29.950829767881526,127,21,0,Moto,Lluvia,Moderado,66.5496870388519
2.494512247013422,61,15,1,Moto,Lluvia,Moderado,41.40148643493032
2.830061248711506,75,3,1,Moto,Soleado,Leve,54.96639095811035
41.307427472323255,107,16,0,Moto,Soleado,Alto,63.41225816451433
18.64934142915188,148,9,1,Camion,Soleado,Leve,61.27276024038233
7.225965119942354,139,6,1,Moto,Soleado,Moderado,57.358472390442394
26.589919742685414,174,12,0,Camion,Lluvia,Moderado,68.53588674418893
38.72968410183193,192,12,0,Camion,Soleado,Moderado,87.38806826875462
11.575230347345316,81,21,1,Moto,Lluvia,Moderado,51.662893454718265
31.521633315131012,106,13,0,Camion,Soleado,Leve,70.11066649925607
5.182025784694632,28,5,0,Moto,Lluvia,Leve,41.23807488566583
3.5324043372617773,176,15,1,Moto,Soleado,Leve,63.507561317941246
27.03637694683925,163,8,1,Moto,Lluvia,Alto,72.66034839622837
27.49112095889522,8,19,1,Camion,Soleado,Moderado,45.44733027639717
32.23406517341212,91,15,0,Camion,Soleado,Alto,66.03360838117281
36.578475352410415,150,20,0,Moto,Lluvia,Moderado,68.20821313752191
48.8167518936642,121,20,1,Moto,Lluvia,Leve,68.32222771682531
26.29871706675857,152,11,1,Moto,Lluvia,Moderado,71.15604939705581
16.824867174121053,66,15,0,Camion,Soleado,Moderado,43.406308474298726
39.96412354366648,95,4,1,Moto,Soleado,Alto,71.01806738893877
14.270780311841637,64,23,0,Camion,Lluvia,Leve,43.59365332120081
22.509599614576167,65,10,1,Camion,Lluvia,Moderado,55.211441138040115
4.844362685771031,125,0,0,Moto,Soleado,Leve,49.78350905720198
2.242186427357418,14,9,0,Moto,Lluvia,Alto,26.84419486883699
48.169772319218325,25,10,0,Camion,Lluvia,Moderado,54.4088560320308
41.963025905098085,100,14,0,Camion,Lluvia,Moderado,58.841442447932494
35.1027360985912,105,2,1,Camion,Lluvia,Moderado,71.76283645013838
21.038694276299225,131,23,1,Camion,Lluvia,Moderado,69.87357311617477
9.491421683471444,133,14,0,Moto,Soleado,Leve,54.30801968806902
8.665415090883215,65,10,0,Moto,Lluvia,Alto,57.35013570154922
13.261902010065171,182,8,0,Moto,Lluvia,Alto,79.67349648856185
27.912106570599903,19,1,1,Moto,Lluvia,Moderado,36.383351831630705
36.01520021230306,106,11,1,Camion,Soleado,Alto,64.42388052466313
33.34967145916883,54,19,1,Moto,Soleado,Alto,52.30065255498128
14.7167609503512,138,15,1,Moto,Lluvia,Leve,59.026386028780266
47.78839875249651,144,23,0,Moto,Lluvia,Leve,84.6271709700697
37.15694891809266,104,15,1,Camion,Lluvia,Leve,62.352575536537785
28.163348573058634,174,20,0,Moto,Soleado,Leve,73.96928936898699
30.97431656548326,157,0,1,Moto,Lluvia,Moderado,70.29053741719609
21.560403058961704,15,15,1,Moto,Lluvia,Leve,32.471354850382305
13.138818485556715,48,5,1,Camion,Lluvia,Moderado,50.198005821028325
18.44266125391182,139,13,1,Camion,Lluvia,Alto,75.33378372738117
38.13445941275409,34,10,1,Camion,Lluvia,Alto,50.989842142186205
1.7052809428580376,164,0,0,Moto,Lluvia,Leve,63.04111680370433
6.687559384838895,158,19,0,Moto,Lluvia,Moderado,63.95537649900628
3.2541294590658847,99,16,0,Camion,Lluvia,Moderado,54.738649054237165
2.9957113136295366,19,22,1,Moto,Soleado,Moderado,42.521824508547596
42.917568616539356,196,18,1,Moto,Lluvia,Alto,87.29508549339096
35.47923510962116,70,1,0,Moto,Lluvia,Leve,48.994463645415344
24.234517625278933,115,13,1,Moto,Lluvia,Alto,77.65898752437462
5.7938738718990725,161,7,1,Moto,Lluvia,Moderado,64.33694656395227
25.089177880724787,96,22,0,Camion,Soleado,Alto,53.61316557085894
24.200116768247717,75,21,1,Camion,Lluvia,Leve,55.8707445278432
9.486891625590744,150,5,1,Moto,Lluvia,Leve,65.28357040462862
22.25873081266068,36,8,0,Camion,Lluvia,Leve,38.698558115081035
20.526731985471297,151,4,1,Moto,Lluvia,Moderado,62.3378491544029
31.176654804558606,63,4,1,Camion,Lluvia,Alto,62.04992126411755
32.11958889251454,154,17,0,Moto,Lluvia,Moderado,76.63166922786866
3.219896478830181,188,21,0,Moto,Soleado,Leve,68.8724262896529
19.35601811669709,93,13,1,Moto,Lluvia,Moderado,59.13557081377669
31.667135869997583,5,11,0,Camion,Soleado,Leve,34.52055990053294
25.653676670424296,182,11,1,Camion,Lluvia,Alto,78.3745537371777
42.96800221822779,166,21,1,Moto,Soleado,Leve,86.41707119832294
33.275987949328304,190,5,1,Moto,Lluvia,Alto,84.06922115493926
8.983786926990055,25,3,1,Moto,Lluvia,Alto,45.17863880984203
4.457868622621062,98,14,0,Camion,Lluvia,Leve,53.315025530802686
32.47854463210946,12,22,0,Moto,Soleado,Alto,41.78494179218987
2.299054216539469,150,14,0,Moto,Lluvia,Alto,64.26252014784893
29.7030034823997,137,16,0,Moto,Lluvia,Leve,77.0630157717185
47.07128182982292,84,2,1,Moto,Soleado,Leve,62.311286043085644
29.19823471591807,29,9,0,Camion,Lluvia,Leve,49.732024070370976
20.020326384119574,172,20,1,Moto,Lluvia,Moderado,76.72083372312966
32.5211227036753,109,21,1,Moto,Lluvia,Leve,65.38875099940873
23.454391634084313,27,7,1,Camion,Lluvia,Leve,44.16264119383572
27.735222676480813,55,8,1,Moto,Soleado,Alto,45.78527468582853
47.13177563004973,133,23,1,Moto,Lluvia,Alto,77.20375833418187
19.919029252237937,52,2,0,Moto,Lluvia,Alto,38.94163495623713
48.0983376273718,13,0,1,Camion,Soleado,Moderado,56.014364918522816
45.36218145584712,42,10,0,Camion,Soleado,Moderado,53.330968163240755
10.593765604675525,143,12,1,Moto,Soleado,Leve,69.67304459045656
4.398703742883107,79,11,1,Camion,Soleado,Alto,37.7361843374608
5.9381220674939055,18,20,1,Moto,Lluvia,Alto,35.381195961222396
1.8928694569259368,50,6,1,Camion,Lluvia,Alto,40.58578446793139
5.627705077040491,2,1,1,Moto,Soleado,Moderado,36.91647491438423
34.467331897401486,87,0,0,Camion,Lluvia,Leve,59.02409865182256
4.48824377455122,107,19,1,Moto,Lluvia,Moderado,58.02708198822545
16.629805884394305,141,2,0,Moto,Lluvia,Alto,53.76289462684352
42.398890237503274,196,3,0,Moto,Soleado,Moderado,84.17059136682683
2.1403248510554675,47,16,0,Moto,Lluvia,Leve,40.92598173262374
40.908955646857855,89,17,0,Camion,Lluvia,Leve,73.09566014084555
14.810883963896597,178,16,0,Camion,Lluvia,Alto,59.802671989098585
6.790076553461157,12,18,1,Moto,Soleado,Moderado,36.77025090387716
35.14012110284338,13,3,1,Camion,Soleado,Alto,40.512534078964194
31.818199492214315,137,16,1,Moto,Soleado,Alto,67.22265376914957
43.9961286628256,59,21,1,Moto,Soleado,Leve,55.249140188743326
37.0184811463904,173,1,0,Moto,Soleado,Alto,84.87893077014533
